ID,ISCO,major_job,job,position,location,description
3729,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Cybersecurity Architect (Embedded Systems),Budapest,"[' Conduct Threat Analysis and Risk Assessment of projects (TARA) Analyze Risk Assessment data and propose Cybersecurity Concept Design technical solutions for products and surrounding environment Technical requirement specification and support of development Design and tailor generic cybersecurity solutions across products from system level down to HW/SW design Definition of cybersecurity processes and policies Customer communication and support of customer reviews Train employees and conduct on cybersecurity awareness across the company ', ' At least 4 year experience with automotive embedded solutions or 2 year on field of cybersecurity BSc or MSc degree in Engineering or Computer Science Understanding on embedded systems or openness for exploring the automotive area Professional knowledge on technical cybersecurity solutions and practices Software engineering experience with secure coding practices Fluent in English ', ' Understanding on today’s automotive cybersecurity standards and regulations (such as ISO/SAE 21434, UN Regulation 155 and 156) Relevant certification on field of cybersecurity (CISSP, CISSP-ISSAP, CompTIA Security+/CySA, or similar) Experience with Commercial Vehicle systems and solutions (J1939, pneumatics, etc..) Experience with hardware security including Hardware Trust Anchors, PCB design and product packaging Experience with AUTOSAR based systems and software development (AUTOSAR Classic Platform) Knowledge on automotive software development processes (Automotive SPICE) Knowledge and deep understanding on today’s cryptographic algorithms, techniques and applications ']"
3730,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Principal Product Cybersecurity Architect,Cork,"[' Coordinate with product leaders and functional teams across the company to drive adoption. Manage a standard set of cyber software and hardware components used across product lines. Provide technical leadership and guidance on translating cybersecurity requirements and architectural design into software and hardware capabilities. Lead development of innovative cybersecurity prototypes and proofs of concept. Architect security and privacy by design and secure-by-default into software applications for mobile, embedded systems, and cloud. Evaluate utility and resiliency of cybersecurity components using integration and security assurance testing processes and capabilities. Review product architectures for security design gaps and vulnerabilities and consult with product teams to remediate or mitigate cyber risk. Support generation of intellectual property and submit patents to advance business objectives. Collaborate with business leaders and engineering directors on security risks and opportunities. Use Agile Project Management to manage resources and track milestones and deliverables. Support customer audits and inquiries pertaining to our product cybersecurity program. Identify cybersecurity opportunities that enhance the developer and customer experience. Speak at customer-facing events and present at conferences. ', ' Technical and operational excellence, thought leadership, and integrative thinking. Expert knowledge and practical product and software security experience, including secure SDLC practices, security and privacy by design architectures, and secure by default configurations. Strong problem-solving skills to analyze cybersecurity issues and requirements (legal/regulatory, policy, customer, industry standards) and relate them to appropriate security controls. Demonstrated ability to lead change initiatives that intelligently manage software cyber risks. Proven ability to deliver results using agile methodologies and tools (e.g. Scrum/Kanban, Jira). Understanding of agile software development and continuous integration/deployment. Practical experience with Linux OS, programming and scripting languages (e.g. Java, Python, Perl), and security tools (e.g. Kali, Nessus, Netsparker, openVAS, BurpSuite, Metaspolit). Understanding of embedded systems architectures (e.g. ARM, Cortex), embedded systems tools/emulators, RTOS/Linux, network protocols and programming languages (such as C/C++). Understanding of penetration testing, reverse engineering, software attack vectors, fault injection, device fingerprinting, and tamper resistance. Understanding TPM, Secure Boot, OTP, PKI, SPI/I2C bus analyzers, JTAG probing. Knowledge of current security threats and techniques for exploiting software vulnerabilities. Understanding of web and mobile application secure design principles such as OWASP. Understanding of data protection, secure cloud, and network infrastructure design principles. Familiarity with technology risk management related frameworks such as RMF, NIST 800-53, ISA/IEC 62443, UL CAP, ISO 27001, GDPR, CSL, CSA, SOC 2 and other comparable. Experience with Operational Technologies (e.g. Controls Systems, Building Management) a plus. Superior interpersonal, organizational, written/verbal communication, and presentation skills. Ability to build trust with stakeholders and explain complex security topics to all audiences. Active participation in hackathons, cybersecurity competitions, and exercises are a plus. CSSLP, CISSP, CCSP, OSCP, CEH or related cybersecurity certifications. Bachelors degree in Cybersecurity, Computer Science, Engineering, Information Systems, or related technical degree. Minimum of 7 years of experience with at least 5 years in software or product cybersecurity. Travel is occasional at approximately 10%, including international. ']"
3731,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Cybersecurity Analyst (Embedded Systems),Budapest,"[' Monitor and analyze internal and external sources of cybersecurity information Conduct on development and continuous improvement of cybersecurity processes Develop penetration test environment and perform & evaluate penetration tests Collect data and detect anomalies, fraud, abuse, and suspicious events Categorize and analyze, malwares, incidents, vulnerabilities Perform vulnerability management, incident response ', ' At least 3 years of experience with embedded systems or 2 years in the field of cybersecurity Hands on programing skills Fluent in English ', ' BSc or MSc degree in Engineering or Computer Science C/C++, Python Understanding on today’s automotive cybersecurity standards and regulations (such as ISO/SAE 21434, UN Regulation 155 and 156) Professional skills on penetration testing, forensic analysis, and vulnerability management Experience with incident response procedures Relevant certification on field of cybersecurity (OSCP; CISSP; GCFE, CEH or similar) Experience with hardware security including Hardware Trust Anchors, PCB design and product packaging Knowledge and deep understanding on today’s cryptographic algorithms, techniques, and applications ']"
3732,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,"Project Manager, Cybersecurity for Critical Infrastructure in Ukraine Activity",Ukraine,"[' Work closely with the Chief of Party (COP) and USAID to scope and identify potential project activities that will contribute to the attainment of the project objectives; Establish and maintain relationships with target partners and beneficiaries throughout the period of performance; Oversee and manage program deliverables assigned to project subcontractors or vendors; As needed, supervise the work of a project coordinator, providing mentorship, guidance, oversight, and ensuring all administrative and logistical arrangements are well managed; Develop and draft project concept notes and proposals as required; Summarize meetings, agreements, and next steps for COP, DCOP, subcontractors, vendors and counterparts as appropriate and required; Support the Director of Finance and Operations on financial oversight for related activities, including developing and managing budgets; Provide inputs and support for drafting project deliverables and reports including weekly, monthly, quarterly, annual, and ad hoc requests; Identify and draft success stories and talking points, as directed by the COP, in consultation with USAID; Provide inputs to monitoring and evaluation activities and communications products as required; Carry out other duties that are consistent with overall focus of the assignment as assigned by the COP, in consultation with USAID. ', ' An advanced degree in public policy or administration, international relations, political science, computer science, information systems, or other relevant field, and at least five years of experience working on programs of similar technical scope; or a Bachelor’s degree and at least seven years of years of experience working on programs of similar technical scope; Experience serving as a technical leader on cybersecurity, digital policy, telecommunications and network technologies, capacity building or related topics; Experience building relationships with and working with government officials, critical infrastructure operators, and other stakeholders; Experience working in Ukraine with familiarity of its telecommunications and cybersecurity landscape desirable; Experience managing a diverse group of stakeholders to deliver on program objectives; Experience managing and mentoring staff; Prior experience working on USAID-funded activities and knowledge of USAID policies, strategies and regulations preferred; Ability to be flexible, adaptable, collaborative, and creative; Strong writing and communications skills; Fluency in English required; proficiency in Ukrainian and Russian strongly desired. ']"
3733,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Internship: Cybersecurity engineer,"Tres Cantos, Madrid","[' Interest in the Information Security Area: Advance Level Initiative, creativity, willingness to learn: Advance Level Information systems administration and O.S.S.: Intermediate level. Knowledge of Information Security Technologies: Firewalls, IPS/IDS; Siem; vulnerability management: Basic Level Writing skills, documentation: Basic level ', ' Learn and collaborate with an international team in innovative projects. Total flexibility to be able to combine the internship with your studies. It is important that you graduate! Real possibilities to continue with us once the internship is over, making it easier for you to develop your professional career. Join our team activities and sports competitions with us. You will have free days to enjoy. You also deserve a break! Interesting economical aid for your studies. No dress code! Be comfortable at work. Do you want to switch off? You will find fruit and coffee at your disposal in our canteen. We promote equal opportunities in recruitment and we are a company committed to inclusion and diversity. ']"
3734,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Cybersecurity IT Network Administrator,"Pontefract, West Yorkshire","[' Reports to: IT Manager Location: Pontefract Salary: up to £34,000 p/a Type: Full-time, 37 hours per week ', ' Administer processes for discovering vulnerabilities in network systems. ', ' Prevent, detect and respond to threats with Azure Security and compliance. Identify potential weaknesses and implement measures in collaboration with the Network Administrators and IT Manager. Implement and monitor NAT. Proactively Investigate Security information and Event Management (SIEM) and network logs for potential issues. Support new security projects and initiatives. Daily network security monitoring, implementing required changes alongside on the IT Manager. Maintain Network Access Control, ensuring restrictions are in place for authorised devices and compliant policies. Set up of penetration testing, investigating, and resolving issues identified. Monitor and analyse broadcast traffic. Work as part of a team to improve resilience of the current network environment. Maximise network performance by monitoring performance, troubleshooting network problems and outages, scheduling upgrades and collaborating with network architects on network optimisation alongside the IT Manager. Undertake data network fault investigations in local and wide area environments, using information from multiple sources. Secure network systems by establishing and enforcing policies,defining and monitoring access and more. ']"
3735,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Cybersecurity Quality Manager,"Bracknell, Berkshire","[' Create/update corporate processes to support the development of Cybersecurity products. Putting in place any required specific organization to manage the lifecycle of Cybersecurity products. Perform Functioanl Safety assessment for up to ASIL D products and guide design team on potential improvement. Perform Cybersecurity assessment. Setup metrics to measure the functional safety of our automotive products: ', ' Maintain lessons learned database. Contribute to the improvement of FuSa development processes. Contribute to the improvement of the existing FuSa development flow and processes. Report to management. Audit the groups and projects for compliance to the ISO 26262 standard. 20% travel time may be expected. ', ' 5-10 years of design experience of an Automotive hardware or Software component: ', ' Ideally mixed signal design experience in complex high voltage products. Or experienced digital designer of SoC. And/or Automotive SPICE experience Good knowledge of the ISO 26262 and ISO/SAE 21434 would be required including: ', ' FMEDA Dependent Failure Analysis Excellent verbal and written communication skills in English. Good communication and negotiation skills; ability to provide company training; ability to present to management. Travel to customers and other ON Semiconductor sites. ']"
3736,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Cybersecurity Leader,Gothenburg,"[' WS, Docker, Kubernetes, Envoy, Istio Jira, GitLab, GitHub Maven, GitOps, GoCD, Flux CD, Spinnaker, Argo CD OpenIdConnect. Oauth2 x509 OWASP SAMM Risk based approach Logging, Monitoring solutions Security Infrastructure ']"
3737,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Automotive Cybersecurity Analyst,Bucharest,"[' Threat Intelligence: ', ' Actively watch vulnerability feeds, news, and Auto-ISAC reports for potentially relevant data. Monitor Vulnerability Disclosure Program (VDP), working with external researchers and other divisions within HARMAN. Create and manage internal tickets to track this and capture relevant metrics. (e.g. time to resolution, time to first response, time to customer notification). Participate in industry information sharing organizations (e.g. the Auto-ISAC). Vulnerability Management: ', ' Author disclosure documentation to summarize new vulnerabilities and share appropriately with affected teams. Work with product delivery teams to guide them through a security risk assessment and remediation. Track progress of program teams on remediation efforts. Prepare escalation to executive management teams Review data generated by automated vulnerability scanners to determine applicability and impact. Log all true positives. Incident Response: ', ' Act as liaison between external security researchers and Harman security engineers. Assist Harman product teams in executing “incident response playbooks” when needed. Assist/coordinate proof-of-concept exploits when needed. Maintain and improve the incident response process for HARMAN product security. General: ', ' Prepare security training material and conduct security trainings for internal and external teams ', ' 1-2 years of proven hands-on experience in the field of cybersecurity Good analytical, strong problem-solving skills Understanding of basic security concepts (secure boot, encryption, authentication, identity management etc.) 1+ years of industry or academic SW development experience with embedded environments in at least one of the following languages: C, C++, ASM Basic understanding of cybersecurity risk assessments terms and concepts Ability to understand security testing methods and build testing plans Team-player with strong passion about cybersecurity and automotive B.Sc/ M.Sc or equivalent experience in Computer Engineering, Computer Science or Electrical Engineering ', ' Automotive security experience (preferably from Tier-1 or OEM) 1-2 years of hands-on software development experience Basic knowledge of automotive-specific technologies (e.g. CAN, automotive ethernet, diagnostics, SW updates, telematics etc.) Baisc experience in IoT/embedded systems security architecture or engineering Basic experience (self-learned or industry) with common offensive security tools Basic knowledge of OS security concepts Strong self-learner with very high motivation to develop and grow in the automotive security domainn ']"
3738,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Cybersecurity Leader,Västra Götaland,"[' WS, Docker, Kubernetes, Envoy, Istio Jira, GitLab, GitHub Maven, GitOps, GoCD, Flux CD, Spinnaker, Argo CD OpenIdConnect. Oauth2 x509 OWASP SAMM Risk based approach Logging, Monitoring solutions Security Infrastructure ']"
3739,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Purple Team Lead (Cybersecurity),Barcelona,"[' SOC/SIEM Use case review and testing Crystal Box Testing of critical applications Continuous testing of development code Digital Forensics and Incident Response HoneyPot deployment and survey Awareness and Behavior, in order to measure knowledge level, motivation and enablement ', ' Be the main point of contact of the Purple Team Manage the technical access for the Purple Team to resources required for their mission Make sure the Purple Team has answers to questions from internal teams on issues that are found, and make sure the recommendations are applied by internal teams Organize the review of development code of specific applications (following the OWASP recommendations), and make sure the recommendations are applied by internal teams Organize communication of the actions, the findings and the remediations with internal teams and the (outsourced) SOC Write communications of the findings to end users, to improve their Security awareness ', ' Degree in the field of Cybersecurity, computer science, IT engineering or related fields Strong experience in IT Strong experience in Security (technical domains) Experience in an international work environment Out of the box thinking Network, systems and security skills Experience as a Red Team and / or as a security auditor Ability and experience to formalize and drive both recommendations and action plans ', ' Formación: Ingeniero Técnico, Ingeniero Superior Idiomas: Inglés: C1 Conocimientos: Networking, Security Experiencia: 5 años ']"
3740,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,CRCS,London,"[' Cybersecurity Risk Quantification (CRQ) – development, implementation and management of a mathematical model calculating the impact of improvements made to our control environment on risk exposure reduction. Providing an industry leading opportunity to translate complex cybersecurity concepts into business-friendly information allowing to make informed decisions in line with our risk appetite. Cybersecurity Controls Design – starting with the current bank wide priority on Non-Financial Risk Optimisation (NFRO) programme, designing Procedures, Operating Instructions and Control Instances, expanding on the newly implemented Risk Taxonomy and Control Library. The efforts will continue to define and maintain a detailed Cybersecurity Controls Catalogue, continuously improving our controls design and implementation requirements. Metrics & Reporting – definition and management of Key Control Indicators and providing a ‘front-door’ service to Global Businesses, Functions and Regions for any queries related to KCIs and output of the new Cybersecurity Metrics dashboard Continuous Control Monitoring – developing the approach, implementing and maintaining a process for ongoing control monitoring. Designing an approach for automated evidence collation to facilitate reviews from Chief Controls Office, Resilience Risk and Audit. Risk & Controls Strategy – embedding CRQ into wider Operational Risk Management Framework and controls ecosystem. Tying together all other components of the function into a cohesive strategy to ensure robust end to end control management and risk quantification. ', ' Support the Deputy Head of CRQ in implementing the risk quantification strategy for Cybersecurity Work closely with senior stakeholders to validate and embed the model into the global business lines Lead Cyber SMEs in assessing technical vulnerabilities for use as parameters in the model Work closely with our data scientists, modellers and analysts to assess the relevance and effectiveness of existing cyber controls and processes, in terms of data sources and threat modelling. Work with CRQ data scientists and modellers to determine the influencing attributes of technical controls that impact the likelihood of a vulnerability being exploited Work with Cyber Analytics, SOC and Incident Management teams to determine the correct control measures for the model Validate key findings with team members and stakeholders and provide insights to ensure high quality inputs to the model ', ' Very strong background in cybersecurity; particularly in risk and control management Demonstrable experience in working with, and influencing, senior business stakeholders Experience of threat management and/or threat modelling, particularly Mitre ATT&CK Knowledge of adversarial tactics, techniques, and procedures (TTPs). Working knowledge of cyber-attack landscape and how attacks are carried out. Up to date knowledge of cyber threats and vulnerabilities. Analytical approach to understanding how security controls affect exploitation and reduce vulnerability. Skill in determining how a security system should work (including its resilience and dependability capabilities) and how changes in conditions or operations will affect these outcomes. Familiarity with the NIST Cyber Security Framework (CSF) would be beneficial Experience with working with cyber metrics and numerical data Ability to translate difficult IT concepts into business-friendly language Team-oriented mentality combined with ability to complete tasks independently to a high quality standard Influential, credible and persuasive, active listener, embraces HSBC Values, shows good judgement and demonstrating high level of communication skills in order to achieve effective stakeholder management. Recognised qualifications beneficial: CISSP, CISM, CCSP, CRISC ']"
3741,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Cybersecurity (Cloud Cryptography Platform Lead),United Kingdom,"[' IR35: This role is inside of IR35 Initial duration: 6 months Lead and support peers within the Cryptography and Cybersecurity functions to define and implement an industry leading Cybersecurity Service that supersedes our constantly changing information security threats Ensure adherence to the three lines of defence organisational model with clear lines of responsibility, accountability and segregation of duties Contribute to the Sub-function/Region Cybersecurity strategy to secure the bank/\'s technology from the inside out, whilst maintaining, protecting and enhancing client\'s values, reputation and stakeholder value Contribute to the overall definition of responsibilities and accountabilities of Cybersecurity within ""client"" and build a team which supports the Cybersecurity (Cryptography) model and defined strategy Embeds best practice management and supports implementation of transformational change Identify opportunities to improve how the client manages cryptography on public cloud providers and associated encryption keys. Enable best practice solutions to become the default for cryptographic key management and Embedded within operating manuals. ']"
3742,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Cybersecurity Associate Software Engineer,Ireland,"[' To build integrations of software applications for testing, regression and deployment as assigned by the head of Cybersecurity Operations. ', ' To report to the head of Cybersecurity Operations on the progress on modules assigned to them and make them aware of any obstacles which may cause project slippage. ', "" To implement software integrations via API's. "", ' To write detection use cases as required for Cybersecurity Operations. ', "" To test the software integrations they've implemented. "", ' To communicate with the head of Cybersecurity Operations and Security Architect on issues resulting from implementing the proposed architecture and suggesting solutions. ', ' To write use cases for functionalities. ', ' To follow requirements as per the Software Methodology. ', ' To review code of other software engineers on the project. ', ' To raise the quality standards on the project, so that the constructed application is easier to maintain and extend. ', ' To follow the software development process adopted for specific projects. ', ' To ensure that all integrations and software development projects are fully documented ', ' Be curious and want to work in the Cybersecurity Field. ', ' 1+ years experience in software development environment. ', ' Good knowledge of design patterns ', ' Working knowledge on front end to deliver dashboards, single page brochure sites ', ' Good knowledge of JavaScript frameworks (AngularJS, ExtJS, jQuery) ', ' Knowledge of web technologies (HTML5, CSS, CSS3) ', ' Working knowledge on back end (Python for example) ', ' Very good knowledge of SQL including stored procedures ', ' Interest in IOS and Android app development ', ' Knowledge of Java to support Spring and Hibernate ', ' Familiarity with Java annotations and dependency injection ']"
3743,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Cybersecurity Process Engineer,Spain,"["" Analyze the current Lear Cybersecurity Process to align with the rest of related Global Processes and the resto of Cybersecurity Process team Assure Lear Cybersecurity Process is at state of the art for ISO21434 Support Cybersecurity KPIs definition Deploy CS Audit system to assure ISO21434 compliance and Lear Processes Provide technical matter of expertise to the related global processes with dependencies on Cybersecurity Support the development of the strategy and action plans for improving Process Cybersecurity Management Drive the development of a proactive Process Cybersecurity Culture Actively engage with engineering department and manufacturing plants to ensure lessons learnt implementation and read across Participate in the investigations for significant Process Cybersecurity issues and support other teams with knowledge on investigation techniques (8D, 5 Why's) "", "" Engineering degree At least 1 years proven experience in cybersecurity related activities Knowledge about process implementation, as well as agile Knowledge about ISO21434 and UNECE WP 29 High communication and presentation skills Knowledge about Stages use is desirable as well as JIRA, Visio, SVN, Sharepoint Knowledge about ISO 26262:2018, 8D and 5 Why's is desirable Knowledge SAEJ3061 standard is desirable English language skills are a must, German desirable ""]"
3744,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,"Cybersecurity Engineer (Cybersecurity & Infrastructure, Cybersec Team)",Bucharest,"[' Monitor critical infrastructure and information security threats on an ongoing basis ', ' Perform incident management activities Perform vulnerability testing, risk analyses, and security assessments Triage security alerts, incidents, and disasters Work primarily with information security technologies and processes Assist engineers in solution designs in relation to various aspects of information security technologies, processes, and requirements ', ' Conduct monitoring, operations, and control tasks in regard to Security Operations Center (SOC) activities Research, plan and design robust security architectures for various IT infrastructures based on internationally recognized standards and best security practices Provide Cyber Security guidance and a ssistance to technical experts within other operational teams Contributes to security best practices, ISO or NIST compliance, and new security standards Acts as a key member of information security incident response ad hoc teams ', ' Assist in security training and awareness activities ', ' Research technological advancements and evaluate the complex architecture of a rapidly growing infrastructure to detect potential pitfalls, recommend and implement mitigation whenever possible. ', ' Proven track record of security activities, like investigations, forensics, and incident response; ', ' Solid u nderstanding of computer networks (TCP/IP protocols) Solid u nderstanding of web application standards and security best practices , such as OWASP Top 10 Experience in security engineering, computer and network security, authentication and security protocols Experience with SIEM systems (onboarding data, alert creation, alert monitoring) Experience in detection platforms, endpoint data, and network equipment, in generating incident timeline, in gathering evidence from affected systems; ', ' Hands-on experience with at least one scripting and /or programming language ', "" You’re thrilled to join a team in which you'll take part in building a mature application security system that covers the entire Security Development Lifecycle. You're a natural when it comes to communicating in a friendly and assertive manner with other teams (be it, technology teams or business teams). You have excellent skills when it comes to identifying security issues, but it also comes very naturally to you to be a mentor and an advocate on solutions. You’re passionate about cybersecurity, but at the same time you understand that each process must be thought about thoroughly and in an exhaustive manner (from the point-of-view of many stakeholders). ""]"
3745,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Cybersecurity Architect,Athens,"[' Supports the design of Security Architecture / Proposes technical security solutions in line with agreed Security Architecture to the Head of Security Architecture & Engineering. Prepares and documents security hardening guidelines & technical processes in cooperation with the Head of Security Architecture & Engineering. Designs vulnerability assessments & analyzes the results, reports open issues to the Head of Security Architecture & Engineering for identifying potential mitigating measures. Conducts periodic security reviews and technical security assessments to identify potential risks, security violations and inefficiencies. Documents test results, and in coordination with the Head of Security Architecture & Engineering, analyses the current security level and defines appropriate mitigating actions. Improves Company’s Security Systems configuration to increase organization’s overall level of security. Participates in information security incident response activities (Level 3). Conducts Security Investigation and recommends mitigation actions for security incidents. ', ' Bachelor’s degree in IT, computer science or relevant field MSc degree in Information Security (not compulsory – preferably) Technical Security Certification such as GCIH/GIAC/CEH/CCSP/OSCP is required. 6-8 years of professional experience in Cyber Security Deep Technical knowledge of Information Security in every layer (Operating System, Database, Application, Network). Expertise in Cybersecurity domains: Application Security, Cloud Security. Experience of delivering Enterprise, Infrastructure and Application Security Solutions. Experience in Administration of Security Tools of multiple sectors (SIEM, Web Application Firewalls, Application Security Testing, Vulnerability Management) Ability to supervise and perform vulnerability testing, security assessments and penetration tests. ']"
3746,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Cybersecurity Manager,Barcelona,"[' Provide leadership and direct/matrixed management for the information security function across Qustodio. ', ' Develop the company information security vision and strategy aligned to organisational priorities. ']"
3747,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Automotive Cybersecurity Senior Expert for Vulnerability & Incidence Response (f/m/div.),Germany,"[' As a Senior Expert for Automotive Cybersecurity, you actively create the foundations for Vulnerability and Incidence Response, establish procedures within the Security Organization and are involved in the competence management. You actively observe newly emerging vulnerabilities and analyzes incidents. You are involved in the project acquisition, extend the service portfolio, consult customers on Product Vulnerabilities and Incidence Response topics and new normative requirements. You discuss solutions based on the Bosch portfolio from the individual control unit to system solutions (with backend integration for over-the-air connectivity). Thus, you prepare our organization in the event of incidences, so that we can react very fast. In particular, field monitoring including older generations is part of your tasks. You take over responsibility for the technical guidance of employees in your field. Furthermore, you regularly support projects as Project Security Manager. In doing so, you cover the entire development cycle of requirements analysis, development, testing to series support and maintenance. Our project portfolio includes a wide variety of mobility solutions from cars, trucks, two-wheeled, train to mobile work machines, so that a very diversified assignment awaits you. In the case of Security incidents, you are First Responder and define the necessary measures. You work closely with numerous Bosch business areas and the Central Incidence Response team. You are representing Bosch Engineering GmbH in the corresponding Bosch working groups. You actively convey your knowledge to your colleagues and setup the training for Product Vulnerabilities and Incidence Response. You take into account our global organization and support our local organizations as needed. ', ' Personality: Confidence, assertiveness and strategic skill for building a business area are part of you. You burn for the topic security and air this. You enjoy customer contact and knowledge transfer. Close cooperation and intensive exchange with colleagues from a wide variety of disciplines and regions, you see as enriching. Working Practice: You work structured and team-oriented. Your work satisfies the highest quality standards. Experiences and Knowledge: You gained in-depth knowledge and perennial ( ', ' Languages: You have negotiable German and English skills. Education: You have successfully completed studies of engineering or comparable. ']"
3748,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Cybersecurity Technician,"Tres Cantos, Madrid","[' System hardening Evaluation, authorization and management of firewall requests Active Directory GPOs implementation Resolution of security requests and incidents Development of security indicators ', ' Windows/Unix operative systems Networking, TPC/IP Scripting Medium level of English (B2) ', ' Join our GMV team and culture by entering into technological and innovative projects within multicultural and multidisciplinary teams. Professional career development and training plan. You will be able to acquire or perfect knowledge in the technologies we use as well as in skills. We also offer a language learning program. We are flexible! We have flexible hours and intensive working hours during the summer months. In addition, you can work from home to improve your work-life balance. We care about your well-being. You will have private health insurance with dental and accident insurance. You will be able to make part of your salary more flexible through our flexible salary plan where you will have several options such as restaurant tickets, childcare tickets, medical insurance for a family member.… Join our team activities, events and sports competitions. In addition, we offer Gympass to keep you active. No dress code! Be comfortable at work. Are you coming from another country? We offer you a relocation package. Do you want to switch off? You will find fruit and coffee at your disposal in our canteen. We promote equal opportunities in recruitment and we are a company committed to inclusion and diversity. ']"
3749,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Cryptography Engineer,"Barnsley, South Yorkshire","["" Lead and support peers within the Cryptography / Cybersecurity function to define and implement an industry leading Cybersecurity Service that supersedes our constantly changing information security threats Ensure adherence to the three lines of defence organizational model with clear lines of responsibility, accountability and segregation of duties Contribute to the Sub-function/Region Cybersecurity strategy to secure the bank's technology from the inside out, whilst maintaining, protecting and enhancing HSBC's values, reputation and stakeholder value Contribute to the overall definition of responsibilities and accountabilities of Cybersecurity within HSBC and build a team which supports the Cybersecurity (Cryptography) model and defined strategy Embeds best practice management and supports implementation of transformational change Create remediation workflows, actions should 'as automated as possible' and fully documented Provide a 24 x 7 on call support on a Rota basis and will be expected to work unsociable hours during this period. "", ' Operational Cryptography background Key management experience Cloud understanding Team leader / performance management experience desirable Hardware Security Module understanding with hands on experience including payments and general purpose HSMs Customer/stakeholder focus. Ability to build strong relationships with Internal/External Key stakeholders, cross functional IT and global/local IT teams Ability to work on own initiative and under pressure Operational effectiveness - delivers solutions that align to approved design patterns and security, risk and regulatory standards Good understanding on IT Infrastructure technical platforms / technologies A track record of constantly looking for ways to do things better and an excellent understanding of the mechanism necessary to successfully implement change Strong Documentation skills - requirements, process, procedures, reports, plans and analysis ']"
3750,25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,cybersecurity,Cybersecurity Architect,Attica,"["" Supports the design of Security Architecture / Proposes technical security solutions in line with agreed Security Architecture to the Head of Security Architecture & Engineering. Prepares and documents security hardening guidelines & technical processes in cooperation with the Head of Security Architecture & Engineering. Designs vulnerability assessments & analyzes the results, reports open issues to the Head of Security Architecture & Engineering for identifying potential mitigating measures. Conducts periodic security reviews and technical security assessments to identify potential risks, security violations and inefficiencies. Documents test results, and in coordination with the Head of Security Architecture & Engineering, analyses the current security level and defines appropriate mitigating actions. Improves Company's Security Systems configuration to increase organization's overall level of security. Participates in information security incident response activities (Level 3). Conducts Security Investigation and recommends mitigation actions for security incidents. "", "" Bachelor's degree in IT, computer science or relevant field MSc degree in Information Security (not compulsory - preferably) Technical Security Certification such as GCIH/GIAC/CEH/CCSP/OSCP is required. 6-8 years of professional experience in Cyber Security Deep Technical knowledge of Information Security in every layer (Operating System, Database, Application, Network). Expertise in Cybersecurity domains: Application Security, Cloud Security. Experience of delivering Enterprise, Infrastructure and Application Security Solutions. Experience in Administration of Security Tools of multiple sectors (SIEM, Web Application Firewalls, Application Security Testing, Vulnerability Management) Ability to supervise and perform vulnerability testing, security assessments and penetration tests. ""]"
